model,effect,metric,value,bz,n
refit,fr,bias2,0.018126340582966805,0,1600
refit,fr,var,0.005658075213432312,0,1600
refit,fz,mspe,0.0018547315848991275,0,1600
refit,fz,bias2,8.767358667682856e-05,0,1600
refit,fz,var,0.0017670580418780446,0,1600
refit_orth,y,mspe,1.0102572441101074,0,1600
refit_orth,y,bias2,1.003631591796875,0,1600
refit_orth,y,var,0.006625721231102943,0,1600
refit_orth,fx,mspe,0.02585487812757492,0,1600
refit_orth,fx,bias2,0.02123122476041317,0,1600
refit_orth,fx,var,0.0046236529015004635,0,1600
refit_orth,fr,mspe,0.005961147602647543,0,1600
refit_orth,fr,bias2,0.0013374945847317576,0,1600
refit_orth,fr,var,0.0046236529015004635,0,1600
refit_orth,fz,mspe,0.020908599719405174,0,1600
refit_orth,fz,bias2,0.01970268040895462,0,1600
refit_orth,fz,var,0.0012059203581884503,0,1600
refit,y,mspe,1.041927695274353,0.5,1600
refit,y,bias2,1.0342963933944702,0.5,1600
refit,y,var,0.007631203159689903,0.5,1600
refit,fx,mspe,0.009393725544214249,0.5,1600
refit,fx,bias2,0.002684745704755187,0.5,1600
refit,fx,var,0.006708979606628418,0.5,1600
refit,fr,mspe,0.03620969131588936,0.5,1600
refit,fr,bias2,0.02950071357190609,0.5,1600
refit,fr,var,0.006708979606628418,0.5,1600
refit,fz,mspe,0.05432676896452904,0.5,1600
refit,fz,bias2,0.05203554779291153,0.5,1600
refit,fz,var,0.002291223034262657,0.5,1600
refit_orth,y,mspe,1.0419015884399414,0.5,1600
refit_orth,y,bias2,1.0343120098114014,0.5,1600
refit_orth,y,var,0.007589514832943678,0.5,1600
refit_orth,fx,mspe,0.027432112023234367,0.5,1600
refit_orth,fx,bias2,0.02196391113102436,0.5,1600
refit_orth,fx,var,0.0054681990295648575,0.5,1600
refit_orth,fr,mspe,0.007463553920388222,0.5,1600
refit_orth,fr,bias2,0.001995355123654008,0.5,1600
refit_orth,fr,var,0.0054681990295648575,0.5,1600
refit_orth,fz,mspe,0.06915857642889023,0.5,1600
refit_orth,fz,bias2,0.0678282082080841,0.5,1600
refit_orth,fz,var,0.0013303672894835472,0.5,1600
refit,y,mspe,1.1718095541000366,1,1600
refit,y,bias2,1.1593126058578491,1,1600
refit,y,var,0.01249689795076847,1,1600
refit,fx,mspe,0.01613570936024189,1,1600
refit,fx,bias2,0.004364556632936001,1,1600
refit,fx,var,0.01177115086466074,1,1600
refit,fr,mspe,0.04431614279747009,1,1600
refit,fr,bias2,0.03254499286413193,1,1600
refit,fr,var,0.01177115086466074,1,1600
refit,fz,mspe,0.20885731279850006,1,1600
refit,fz,bias2,0.2053675800561905,1,1600
refit,fz,var,0.0034897017758339643,1,1600
