model,effect,metric,value,n,q
refit,fr,mspe,0.030532468110322952,1600,256
refit,fr,bias2,0.024790329858660698,1600,256
refit,fr,var,0.005742136389017105,1600,256
refit,fz,mspe,0.0024947579950094223,1600,256
refit,fz,bias2,0.00020962912822142243,1600,256
refit,fz,var,0.0022851289249956608,1600,256
nam,y,mspe,1.049769401550293,1600,256
nam,y,bias2,1.0317155122756958,1600,256
nam,y,var,0.018053829669952393,1600,256
nam,fx,mspe,0.03972996398806572,1600,256
nam,fx,bias2,0.019823065027594566,1600,256
nam,fx,var,0.019906898960471153,1600,256
nam,fr,mspe,0.08992046117782593,1600,256
nam,fr,bias2,0.07001356780529022,1600,256
nam,fr,var,0.019906898960471153,1600,256
nam,fz,mspe,0.054397325962781906,1600,256
nam,fz,bias2,0.0364239402115345,1600,256
nam,fz,var,0.017973389476537704,1600,256
nam_mlp,y,mspe,1.0335067510604858,1600,256
nam_mlp,y,bias2,1.0241371393203735,1600,256
nam_mlp,y,var,0.009369694627821445,1600,256
nam_mlp,fx,mspe,0.02208888530731201,1600,256
nam_mlp,fx,bias2,0.014283644035458565,1600,256
nam_mlp,fx,var,0.007805243134498596,1600,256
nam_mlp,fr,mspe,0.067815400660038,1600,256
nam_mlp,fr,bias2,0.0600101575255394,1600,256
nam_mlp,fr,var,0.007805243134498596,1600,256
nam_mlp,fz,mspe,0.029305415228009224,1600,256
nam_mlp,fz,bias2,0.024171294644474983,1600,256
nam_mlp,fz,var,0.005134120117872953,1600,256
refit,y,mspe,1.0125608444213867,1600,32
refit,y,bias2,1.0061780214309692,1600,32
refit,y,var,0.006382868159562349,1600,32
refit,fx,mspe,0.0073767113499343395,1600,32
refit,fx,bias2,0.001820137957111001,1600,32
refit,fx,var,0.005556573159992695,1600,32
refit,fr,mspe,0.031920548528432846,1600,32
refit,fr,bias2,0.026363978162407875,1600,32
refit,fr,var,0.005556573159992695,1600,32
refit,fz,mspe,0.002624329412356019,1600,32
refit,fz,bias2,0.00036906442255713046,1600,32
refit,fz,var,0.002255264902487397,1600,32
nam,y,mspe,1.0461751222610474,1600,32
nam,y,bias2,1.0301127433776855,1600,32
nam,y,var,0.01606234721839428,1600,32
nam,fx,mspe,0.03761468455195427,1600,32
nam,fx,bias2,0.020498285070061684,1600,32
nam,fx,var,0.017116401344537735,1600,32
nam,fr,mspe,0.0886915773153305,1600,32
nam,fr,bias2,0.07157517969608307,1600,32
nam,fr,var,0.017116401344537735,1600,32
